,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
19128,19129,9504021,9605177,301050,9906184,9610248,9704203,9706098,9306009,9704203,9704203,9704203,9704203
19129,19130,9410123,9404150,304265,5150,9604066,9902143,9905125,9506179,9902143,9902143,9902143,9902143
19130,19131,9605226,212315,9608178,9201032,4088,9311050,9311157,9702127,9311050,9311050,9311050,9311050
19131,19132,9905035,9705019,9706053,9512104,9013,9402141,9211080,9605019,9402141,9402141,9402141,9402141
19132,19133,9907097,9312139,9602058,9812243,9202022,9403113,9305179,9709176,9403113,9403113,9403113,9403113
19133,19134,9912134,9506188,9612133,211276,9707006,9305031,9405049,9602139,9305031,9305031,9305031,9305031
19134,19135,9807081,9209007,5238,9607232,11052,9804098,9407052,9706098,9804098,9804098,9804098,9804098
19135,19136,4053,9510185,9403030,6243,9704001,9909217,9206014,9905125,9909217,9909217,9909217,9909217
19136,19137,9804130,9505094,302084,7139,301152,9210133,9305039,9311157,9210133,9210133,9210133,9210133
19137,19138,208061,9206062,9304019,9812222,9710131,206037,9704050,9211080,206037,206037,206037,206037
19138,19139,304010,108057,9902164,9709204,9710132,9705082,9906123,9305179,9705082,9705082,9705082,9705082
19139,19140,9706030,9403027,9605157,9309092,106139,9702061,9511187,9405049,9702061,9702061,9702061,9702061
19140,19141,9610127,9702007,103221,9609060,9704019,9411140,9709180,9407052,9411140,9411140,9411140,9411140
19141,19142,9204039,9708098,9812050,9401101,9805061,206039,9309135,9206014,206039,206039,206039,206039
19142,19143,9902097,9810182,5237,9412001,9809094,9812243,9811023,9305039,9812243,9812243,9812243,9812243
19143,19144,9807086,9512194,9411103,9605189,210121,206040,206114,9704050,206040,206040,206040,206040
19144,19145,9608142,208113,9903102,9705178,9906184,9212102,206143,9906123,9212102,9212102,9212102,9212102
19145,19146,9701181,9701056,211080,9908210,5150,9310052,9711190,9511187,9310052,9310052,9310052,9310052
19146,19147,9904193,9411207,9904081,6080,9201032,9307012,9809215,9709180,9307012,9307012,9307012,9307012
19147,19148,9407071,9811054,9210007,9807068,9512104,9912163,9809216,9309135,9912163,9912163,9912163,9912163
19148,19149,9805209,9307129,9707238,9810247,9812243,9803158,9811095,9811023,9803158,9803158,9803158,9803158
19149,19150,205095,9307130,9607055,9812254,211276,9811148,9312069,206114,9811148,9811148,9811148,9811148
19150,19151,206028,9501138,9506153,301067,9607232,206048,9803223,206143,206048,206048,206048,206048
19151,19152,9310146,9505188,9307119,9710172,6243,106219,9401123,9711190,106219,106219,106219,106219
19152,19153,206088,9310130,9605072,302075,7139,9805057,9709104,9809215,9805057,9805057,9805057,9805057
19153,19154,9412163,111083,9312050,303119,9812222,206061,9908066,9809216,206061,206061,206061,206061
19154,19155,205152,9303157,302202,9810064,9709204,9710151,9601147,9811095,9710151,9710151,9710151,9710151
19155,19156,9903076,9209047,205199,9612153,9309092,9908202,9612053,9312069,9908202,9908202,9908202,9908202
19156,19157,205159,9608172,9701172,9809138,9609060,9702169,9803201,9803223,9702169,9702169,9702169,9702169
19157,19158,9612185,9406215,9811104,6249,9401101,9303118,206162,9401123,9303118,9303118,9303118,9303118
19158,19159,205169,7242,210156,9310178,9412001,206124,212274,9709104,206124,206124,206124,206124
19159,19160,9501035,9406180,9211052,9312066,9605189,107013,9804122,9908066,107013,107013,107013,107013
19160,19161,9312147,9205116,9810144,9603124,9705178,9410134,9812141,9601147,9410134,9410134,9410134,9410134
19161,19162,9407030,9202034,9703116,8069,9908210,206082,9711178,9612053,206082,206082,206082,206082
19162,19163,9706129,9507165,9807144,9610208,6080,9902048,4176,9803201,9902048,9902048,9902048,9902048
19163,19164,9711164,106085,9812130,9811012,9807068,9606121,11231,206162,9606121,9606121,9606121,9606121
19164,19165,9712001,9804003,9707070,202200,9810247,9903016,9702025,212274,9903016,9903016,9903016,9903016
19165,19166,9810009,9712031,9809066,9805048,9812254,206083,9905058,9804122,206083,206083,206083,206083
19166,19167,205224,9711154,9404039,9906096,303119,9306030,9906165,9812141,9306030,9306030,9306030,9306030
19167,19168,9508062,9506050,9603093,9707155,9710172,9411006,9803034,9711178,9411006,9411006,9411006,9411006
19168,19169,9401083,9411017,9207058,9705156,9809138,9505037,9805090,4176,9505037,9505037,9505037,9505037
19169,19170,4173,9410156,9701056,9603054,9804060,9903022,9805037,11231,9903022,9903022,9903022,9903022
19170,19171,9910025,9609068,9408150,9601062,9907114,206093,9606104,9702025,206093,206093,206093,206093
19171,19172,212104,9706086,9507132,9610248,6249,206224,9712120,9905058,206224,206224,206224,206224
19172,19173,9608182,9311091,9209047,9711004,9310178,9306009,9605044,9906165,9306009,9306009,9306009,9306009
19173,19174,8078,4066,9905109,9604126,9312066,9506179,9605045,9803034,9506179,9506179,9506179,9506179
19174,19175,205284,9409125,9205073,9123,9603124,9702127,9701026,9805090,9702127,9702127,9702127,9702127
19175,19176,205289,9603174,9408157,9602168,9711199,9605019,9903060,9805037,9605019,9605019,9605019,9605019
19176,19177,9703192,9211093,9405099,109145,9610208,9709176,9503072,9606104,9709176,9709176,9709176,9709176
19177,19178,210099,9407062,210240,207254,9603054,9602139,9705209,9712120,9602139,9602139,9602139,9602139
19178,19179,9906074,207073,9406165,9610096,9705156,9706098,9909088,9605044,9706098,9706098,9706098,9706098
19179,19180,9902065,9704130,9405146,202049,9905074,9905125,9809015,9605045,9905125,9905125,9905125,9905125
19180,19181,9612159,9911211,9506145,107041,9910107,9311157,9909137,9701026,9311157,9311157,9311157,9311157
19181,19182,9708052,9409117,107109,9812064,9903119,9211080,9909188,9903060,9211080,9211080,9211080,9211080
19182,19183,9311050,9303050,11096,9705184,9711004,9305179,9409117,9503072,9305179,9305179,9305179,9305179
19183,19184,9402141,9912237,9311107,206008,9604126,9405049,9607009,9705209,9405049,9405049,9405049,9405049
19184,19185,9909217,9611180,9412146,211153,8069,9407052,9911079,9909088,9407052,9407052,9407052,9407052
19185,19186,9411140,9811104,9311078,9608087,9123,9206014,9412165,9809015,9206014,9206014,9206014,9206014
19186,19187,9812243,9809058,9810074,9207029,9602168,9305039,9703092,9909137,9305039,9305039,9305039,9305039
19187,19188,9912163,9301026,9212147,9209092,109145,9704050,9501012,9909188,9704050,9704050,9704050,9704050
19188,19189,206048,9811174,9207013,9403085,207254,9906123,9505016,9409117,9906123,9906123,9906123,9906123
19189,19190,107013,9602159,208057,9409150,9610096,9511187,9611098,9607009,9511187,9511187,9511187,9511187
19190,19191,206082,9604117,9401165,9409149,202049,9709180,9811094,9911079,9709180,9709180,9709180,9709180
19191,19192,9903016,9308145,9506211,9910044,107041,9309135,206190,9412165,9309135,9309135,9309135,9309135
19192,19193,9411006,9804088,9910254,9601071,9812064,9811023,9311059,9703092,9811023,9811023,9811023,9811023
19193,19194,206093,9601046,9809062,9606085,9705184,206114,9503069,9501012,206114,206114,206114,206114
19194,19195,9709176,9708054,301062,9609083,206008,206143,206150,9505016,206143,206143,206143,206143
19195,19196,9809215,112149,303106,9409087,211153,9711190,9809065,9611098,9711190,9711190,9711190,9711190
19196,19197,9312069,9303117,101183,6105,9608087,9809215,9902166,9811094,9809215,9809215,9809215,9809215
19197,19198,9709104,4116,202048,9712069,9207029,9809216,9806195,206190,9809216,9809216,9809216,9809216
19198,19199,9601147,9202031,9710115,9905123,9209092,9811095,212171,9311059,9811095,9811095,9811095,9811095
19199,19200,9612053,9302125,9811020,9711199,9403085,9312069,9910114,9503069,9312069,9312069,9312069,9312069
19200,19201,4176,9605123,9204070,9910107,9409150,9803223,9710043,206150,9803223,9803223,9803223,9803223
19201,19202,9805090,9409057,303012,9903119,9409149,9401123,9812074,9809065,9401123,9401123,9401123,9401123
19202,19203,9909137,9405097,9410037,9910151,9910044,9709104,9301006,9902166,9709104,9709104,9709104,9709104
19203,19204,9607009,9909029,9608119,9804060,9601071,9908066,9806031,9806195,9908066,9908066,9908066,9908066
19204,19205,9811094,9902025,9811011,9901154,9606085,9601147,9611055,212171,9601147,9601147,9601147,9601147
19205,19206,206190,9609141,108027,9503049,9609083,9612053,9903040,9910114,9612053,9612053,9612053,9612053
19206,19207,9902166,303130,9306120,4088,9409087,9803201,211276,9710043,9803201,9803201,9803201,9803201
19207,19208,212171,9501048,9508012,9013,6105,206162,9910139,9812074,206162,206162,206162,206162
19208,19209,9910114,9412217,9306046,103129,9712069,212274,9706114,9301006,212274,212274,212274,212274
19209,19210,9301006,9607079,9410095,9302079,9601062,9804122,207216,9806031,9804122,9804122,9804122,9804122
19210,19211,9706114,4041,9206040,9506202,211286,9812141,9402063,9611055,9812141,9812141,9812141,9812141
19211,19212,9307125,9910162,9711011,9810040,9503049,9711178,9611114,9903040,9711178,9711178,9711178,9711178
19212,19213,9608172,301085,9701100,9811243,9910151,4176,9912041,211276,4176,4176,4176,4176
19213,19214,9807193,9309035,9307095,9611091,9811243,11231,9211066,9910139,11231,11231,11231,11231
19214,19215,9310116,9803238,9605027,112237,112237,9702025,9408131,9706114,9702025,9702025,9702025,9702025
19215,19216,9409024,9709201,9706188,9306071,103129,9905058,9804063,207216,9905058,9905058,9905058,9905058
19216,19217,112237,9410021,9605194,9404078,210151,9906165,9605235,9402063,9906165,9906165,9906165,9906165
19217,19218,205249,207036,9910068,9507133,9506202,9803034,9204082,9611114,9803034,9803034,9803034,9803034
19218,19219,9405065,9602175,9411220,9612206,9302079,9805090,9301004,9912041,9805090,9805090,9805090,9805090
19219,19220,9903212,9612016,9502016,210151,12197,9805037,9307125,9211066,9805037,9805037,9805037,9805037
19220,19221,9505109,9711050,9906074,9905074,9611091,9606104,9406138,9408131,9606104,9606104,9606104,9606104
19221,19222,9306057,9906139,106166,9911006,9306071,9712120,9208044,9804063,9712120,9712120,9712120,9712120
19222,19223,9910179,9502041,9609025,9402124,9404078,9605044,9410164,9605235,9605044,9605044,9605044,9605044
19223,19224,206130,9904199,9911030,9503090,9507133,9605045,9211038,9204082,9605045,9605045,9605045,9605045
19224,19225,9506173,9712065,9902036,9708107,9612206,9701026,9904058,9301004,9701026,9701026,9701026,9701026
19225,19226,9412142,9502040,9702146,9403178,9403178,9903060,9608172,9307125,9903060,9903060,9903060,9903060
19226,19227,208147,209097,304013,5189,9503090,9503072,9208030,9406138,9503072,9503072,9503072,9503072
19227,19228,7032,9811039,9308148,9503234,5189,9705209,9309005,9208044,9705209,9705209,9705209,9705209
19228,19229,208118,9610087,9812231,12197,9911006,9909088,9404174,9410164,9909088,9909088,9909088,9909088
19229,19230,9805098,207277,9606114,9906006,9402124,9809015,9602028,9211038,9809015,9809015,9809015,9809015
19230,19231,9707241,9406176,9506044,107064,9708107,9909137,9607136,9904058,9909137,9909137,9909137,9909137
19231,19232,207079,9306134,9312010,112156,9812002,9909188,9502132,9608172,9909188,9909188,9909188,9909188
19232,19233,9207051,208170,9311171,9911168,107064,9409117,9601153,9208030,9409117,9409117,9409117,9409117
19233,19234,9704116,9905154,210232,109104,9906006,9607009,9506174,9309005,9607009,9607009,9607009,9607009
19234,19235,9809031,301166,9304123,9907196,112156,9911079,9807193,9404174,9911079,9911079,9911079,9911079
19235,19236,8229,9401114,9507165,7136,9911168,9412165,9601069,9602028,9412165,9412165,9412165,9412165
19236,19237,7155,9502075,9702128,9804165,109104,9703092,9206035,9607136,9703092,9703092,9703092,9703092
19237,19238,207121,212013,10211,9703079,9907196,9501012,9811216,9502132,9501012,9501012,9501012,9501012
19238,19239,9704173,4138,303005,110061,7136,9505016,9209022,9601153,9505016,9505016,9505016,9505016
19239,19240,9712122,9212047,9410231,302062,9804165,9611098,9303090,9506174,9611098,9611098,9611098,9611098
19240,19241,9805163,108063,9806174,110220,9703079,9811094,9406139,9807193,9811094,9811094,9811094,9811094
19241,19242,9605043,112018,212213,9605204,110061,206190,9403089,9601069,206190,206190,206190,206190
19242,19243,207167,9307064,9205045,9611141,302062,9311059,9305041,9206035,9311059,9311059,9311059,9311059
19243,19244,9301082,9310147,9909104,9906066,110220,9503069,9812075,9811216,9503069,9503069,9503069,9503069
19244,19245,9912191,9605133,10081,9701003,9605204,206150,9201026,9209022,206150,206150,206150,206150
19245,19246,9404118,108166,207073,9503051,9611141,9809065,9810189,9303090,9809065,9809065,9809065,9809065
19246,19247,9210122,9704028,9711172,103251,9906066,9902166,9312040,9406139,9902166,9902166,9902166,9902166
19247,19248,9301031,9606121,9404024,9403063,9701003,9806195,9209002,9403089,9806195,9806195,9806195,9806195
19248,19249,9301121,209249,208136,9909102,9503051,212171,9310116,9305041,212171,212171,212171,212171
19249,19250,9211138,207239,9302061,107125,103251,9910114,9409024,9812075,9910114,9910114,9910114,9910114
19250,19251,9310082,9506211,9804070,9904193,9403063,9710043,9411184,9201026,9710043,9710043,9710043,9710043
19251,19252,9301118,9403056,9603070,9903076,9909102,9812074,9312093,9810189,9812074,9812074,9812074,9812074
19252,19253,9705048,9312105,9207025,212104,107125,9301006,9506088,9312040,9301006,9301006,9301006,9301006
19253,19254,9905062,9208003,9712031,9809216,9904193,9806031,9305151,9209002,9806031,9806031,9806031,9806031
19254,19255,9410199,9310088,303174,206190,9903076,9611055,9208075,9310116,9611055,9611055,9611055,9611055
19255,19256,208170,9410092,9503074,207121,212104,9903040,206232,9409024,9903040,9903040,9903040,9903040
19256,19257,207233,9703137,9503075,207167,9809216,211276,9308134,9411184,211276,211276,211276,211276
19257,19258,9412083,9403134,9211138,207233,206190,9910139,206236,9312093,9910139,9910139,9910139,9910139
19258,19259,9507165,9706053,205181,207250,207121,9706114,112237,9506088,9706114,9706114,9706114,9706114
19259,19260,9906094,9308072,9705217,9710045,207167,207216,211071,9305151,207216,207216,207216,207216
19260,19261,207250,9609133,9806110,208230,207233,9402063,9601160,9208075,9402063,9402063,9402063,9402063
19261,19262,9503010,9310056,9512111,9610150,207250,9611114,9607153,206232,9611114,9611114,9611114,9611114
19262,19263,9611156,9503220,9603122,211088,9710045,9912041,9910080,9308134,9912041,9912041,9912041,9912041
19263,19264,9704056,108225,9608133,9308046,208230,9211066,9602121,206236,9211066,9211066,9211066,9211066
19264,19265,9805176,9503058,9044,304091,9610150,9408131,9901156,112237,9408131,9408131,9408131,9408131
19265,19266,208045,9706164,7248,9506120,211088,9804063,9311078,211071,9804063,9804063,9804063,9804063
19266,19267,9412029,9607220,207036,11005,9308046,9605235,9410086,9601160,9605235,9605235,9605235,9605235
19267,19268,9306071,9212141,9407195,303058,304091,9204082,205249,9607153,9204082,9204082,9204082,9204082
19268,19269,9511198,302202,9708100,303175,9506120,9301004,9205009,9910080,9301004,9301004,9301004,9301004
19269,19270,9192,9508055,9302074,9806025,11005,9307125,9405065,9602121,9307125,9307125,9307125,9307125
19270,19271,9406176,304008,9410238,9410186,303058,9406138,9412079,9901156,9406138,9406138,9406138,9406138
19271,19272,9610099,110157,9812200,9405027,303175,9208044,9903212,9311078,9208044,9208044,9208044,9208044
19272,19273,208088,9511200,9811212,9307003,9806025,9410164,112123,9410086,9410164,9410164,9410164,9410164
19273,19274,9409161,9605130,9308038,9310090,9410186,9211038,207008,205249,9211038,9211038,9211038,9211038
19274,19275,9608187,9610135,9804204,9308029,9405027,9904058,9602093,9205009,9904058,9904058,9904058,9904058
19275,19276,9501081,9611032,9305072,9402132,9307003,9608172,9502162,9405065,9608172,9608172,9608172,9608172
19276,19277,208106,9906158,9501088,9311066,9310090,9208030,9505109,9412079,9208030,9208030,9208030,9208030
19277,19278,208093,207188,9609040,9302082,9308029,9309005,9711064,9903212,9309005,9309005,9309005,9309005
19278,19279,209249,110223,205114,9403011,9402132,9404174,9303158,112123,9404174,9404174,9404174,9404174
19279,19280,9512220,201036,9807193,9601005,9311066,9602028,207016,207008,9602028,9602028,9602028,9602028
19280,19281,208152,9208071,9603056,9205019,9302082,9607136,9306057,9602093,9607136,9607136,9607136,9607136
19281,19282,9905171,9706212,9708032,9206104,9403011,9502132,9910179,9502162,9502132,9502132,9502132,9502132
19282,19283,9710045,9912268,9702001,9403194,9601005,9601153,9202051,9505109,9601153,9601153,9601153,9601153
19283,19284,9709086,9709057,9311029,9609093,9205019,9506174,206130,9711064,9506174,9506174,9506174,9506174
19284,19285,9404028,9410085,9503189,9410007,9206104,9807193,9710147,9303158,9807193,9807193,9807193,9807193
19285,19286,9304142,9506186,212022,9303151,9403194,9601069,210154,207016,9601069,9601069,9601069,9601069
19286,19287,9410085,108029,106254,9412067,9609093,9206035,103104,9306057,9206035,9206035,9206035,9206035
