,Rank,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality,Katz-Centrality
23371,23372,9504131,9512212,9710154,9512208,9310158,9512212,9806046,9801188,9411240,9710154,9602066,9710154,9512208
23372,23373,9504146,9512215,9710155,9512212,9310164,9512215,9806060,9801201,9411241,9710155,9602077,9710155,9512212
23373,23374,9505001,9512216,9710157,9512215,9310195,9512216,9806063,9801203,9412016,9710157,9602082,9710157,9512215
23374,23375,9505015,9512220,9710161,9512216,9311011,9512220,9806076,9802012,9412029,9710161,9602087,9710161,9512216
23375,23376,9505019,9512222,9710168,9512220,9311017,9512222,9806079,9802014,9412041,9710168,9602091,9710168,9512220
23376,23377,9505031,9512224,9710169,9512222,9311025,9512224,9806093,9802015,9412043,9710169,9602092,9710169,9512222
23377,23378,9505044,9601003,9710170,9512224,9311032,9601003,9806101,9802018,9412044,9710170,9602101,9710170,9512224
23378,23379,9505063,9601015,9710173,9601003,9311059,9601015,9806105,9802030,9412063,9710173,9602104,9710173,9601003
23379,23380,9505064,9601025,9710183,9601015,9311060,9601025,9806116,9802037,9412067,9710183,9602110,9710183,9601015
23380,23381,9505069,9601026,9710184,9601025,9311075,9601026,9806123,9802044,9412070,9710184,9602121,9710184,9601025
23381,23382,9505078,9601028,9710193,9601026,9311094,9601028,9806137,9802055,9412087,9710193,9602122,9710193,9601026
23382,23383,9505090,9601029,9710194,9601028,9311096,9601029,9806142,9802087,9412099,9710194,9602123,9710194,9601028
23383,23384,9505092,9601030,9710195,9601029,9311099,9601030,9806145,9802096,9412121,9710195,9602130,9710195,9601029
23384,23385,9505094,9601032,9710197,9601030,9311107,9601032,9806150,9802106,9412123,9710197,9602139,9710197,9601030
23385,23386,9505104,9601035,9710200,9601032,9311117,9601035,9806179,9802111,9412126,9710200,9602146,9710200,9601032
23386,23387,9505118,9601039,9710201,9601035,9311119,9601039,9806196,9802112,9412150,9710201,9602157,9710201,9601035
23387,23388,9505121,9601045,9710202,9601039,9311123,9601045,9806200,9802116,9412151,9710202,9602163,9710202,9601039
23388,23389,9505126,9601047,9710210,9601045,9311126,9601047,9806202,9802120,9412168,9710210,9602164,9710210,9601045
23389,23390,9505131,9601048,9710211,9601047,9311142,9601048,9806205,9802124,9412186,9710211,9603001,9710211,9601047
23390,23391,9505141,9601053,9710216,9601048,9311160,9601053,9806208,9802129,9412189,9710216,9603005,9710216,9601048
23391,23392,9505154,9601054,9710220,9601053,9311173,9601054,9806209,9802138,9412191,9710220,9603019,9710220,9601053
23392,23393,9505158,9601059,9710222,9601054,9311186,9601059,9806211,9802146,9412215,9710222,9603021,9710222,9601054
23393,23394,9505163,9601068,9710224,9601059,9312006,9601068,9806215,9802149,9501011,9710224,9603029,9710224,9601059
23394,23395,9505165,9601070,9710225,9601068,9312007,9601070,9806219,9802159,9501046,9710225,9603039,9710225,9601068
23395,23396,9505168,9601075,9710226,9601070,9312020,9601075,9806229,9802167,9501051,9710226,9603041,9710226,9601070
23396,23397,9505174,9601082,9710227,9601075,9312028,9601082,9806242,9802180,9501060,9710227,9603047,9710227,9601075
23397,23398,9505176,9601089,9710228,9601082,9312029,9601089,9806245,9803009,9501074,9710228,9603048,9710228,9601082
23398,23399,9505180,9601092,9710229,9601089,9312030,9601092,9807001,9803032,9501076,9710229,9603053,9710229,9601089
23399,23400,9505191,9601100,9710234,9601092,9312032,9601100,9807002,9803053,9501082,9710234,9603054,9710234,9601092
23400,23401,9505193,9601103,9710235,9601100,9312034,9601103,9807010,9803059,9501086,9710235,9603057,9710235,9601100
23401,23402,9506003,9601116,9710238,9601103,9312055,9601116,9807027,9803074,9501109,9710238,9603064,9710238,9601103
23402,23403,9506013,9601117,9710246,9601116,9312057,9601117,9807032,9803075,9501126,9710246,9603070,9710246,9601116
23403,23404,9506029,9601125,9711004,9601117,9312065,9601125,9807036,9803084,9501139,9711004,9603081,9711004,9601117
23404,23405,9506034,9601128,9711018,9601125,9312069,9601128,9807045,9803099,9502005,9711018,9603083,9711018,9601125
23405,23406,9506046,9601132,9711019,9601128,9312079,9601132,9807048,9803104,9502023,9711019,9603105,9711019,9601128
23406,23407,9506047,9601136,9711022,9601132,9312089,9601136,9807062,9803106,9502026,9711022,9603119,9711022,9601132
23407,23408,9506049,9601138,9711026,9601136,9312090,9601138,9807074,9803113,9502027,9711026,9603135,9711026,9601136
23408,23409,9506050,9601139,9711041,9601138,9312092,9601139,9807089,9803115,9502037,9711041,9603137,9711041,9601138
23409,23410,9506055,9601143,9711049,9601139,9312096,9601143,9807095,9803128,9502039,9711049,9603139,9711049,9601139
23410,23411,9506056,9601144,9711050,9601143,9312125,9601144,9807103,9803132,9502043,9711050,9603145,9711050,9601143
23411,23412,9506061,9601146,9711054,9601144,9312128,9601146,9807110,9803133,9502050,9711054,9603146,9711054,9601144
23412,23413,9506069,9601147,9711060,9601146,9312129,9601147,9807114,9803154,9502059,9711060,9603152,9711060,9601146
23413,23414,9506073,9601148,9711062,9601147,9312132,9601148,9807119,9803157,9502062,9711062,9603154,9711062,9601147
23414,23415,9506074,9601153,9711064,9601148,9312138,9601153,9807126,9803158,9502064,9711064,9603155,9711064,9601148
23415,23416,9506078,9601159,9711065,9601153,9312141,9601159,9807130,9803161,9502086,9711065,9603157,9711065,9601153
23416,23417,9506082,9601161,9711070,9601159,9312147,9601161,9807131,9803165,9502090,9711070,9603159,9711070,9601159
23417,23418,9506092,9601172,9711075,9601161,9312155,9601172,9807141,9803177,9502112,9711075,9603160,9711075,9601161
23418,23419,9506097,9601176,9711079,9601172,9312156,9601176,9807145,9803184,9502123,9711079,9603166,9711079,9601172
23419,23420,9506120,9602003,9711085,9601176,9312166,9602003,9807154,9803200,9502150,9711085,9603173,9711085,9601176
23420,23421,9506129,9602012,9711091,9602003,9312173,9602012,9807167,9803202,9502153,9711091,9603174,9711091,9602003
23421,23422,9506132,9602023,9711101,9602012,9312196,9602023,9807168,9803204,9502154,9711101,9603189,9711101,9602012
23422,23423,9506134,9602024,9711114,9602023,9312197,9602024,9807174,9803205,9502159,9711114,9603202,9711114,9602023
23423,23424,9506142,9602025,9711116,9602024,9312202,9602025,9807177,9803206,9503008,9711116,9604003,9711116,9602024
23424,23425,9506145,9602038,9711118,9602025,9401011,9602038,9807184,9803218,9503013,9711118,9604009,9711118,9602025
23425,23426,9506165,9602041,9711119,9602038,9401013,9602041,9807193,9803228,9503031,9711119,9604011,9711119,9602038
23426,23427,9506172,9602044,9711123,9602041,9401040,9602044,9807209,9803230,9503047,9711123,9604015,9711123,9602041
23427,23428,9506195,9602046,9711125,9602044,9401043,9602046,9807219,9803233,9503048,9711125,9604022,9711125,9602044
23428,23429,9506197,9602048,9711136,9602046,9401049,9602048,9807220,9803249,9503066,9711136,9604024,9711136,9602046
23429,23430,9506198,9602053,9711142,9602048,9401051,9602053,9807224,9803253,9503067,9711142,9604028,9711142,9602048
23430,23431,9506202,9602055,9711148,9602053,9401054,9602055,9807228,9803264,9503100,9711148,9604029,9711148,9602053
23431,23432,9506208,9602060,9711149,9602055,9401055,9602060,9807233,9804007,9503122,9711149,9604030,9711149,9602055
23432,23433,9506209,9602066,9711152,9602060,9401058,9602066,9807238,9804015,9503123,9711152,9604031,9711152,9602060
23433,23434,9506212,9602087,9711154,9602066,9401067,9602087,9808007,9804045,9503130,9711154,9604033,9711154,9602066
23434,23435,9507019,9602091,9711171,9602087,9401071,9602091,9808009,9804047,9503144,9711171,9604036,9711171,9602087
23435,23436,9507021,9602092,9711174,9602091,9401079,9602092,9808028,9804049,9503164,9711174,9604038,9711174,9602091
23436,23437,9507030,9602101,9711176,9602092,9401082,9602101,9808044,9804054,9503166,9711176,9604045,9711176,9602092
23437,23438,9507035,9602104,9711184,9602101,9401084,9602104,9808046,9804072,9503169,9711184,9604046,9711184,9602101
23438,23439,9507037,9602110,9711189,9602104,9401085,9602110,9808047,9804103,9503196,9711189,9604048,9711189,9602104
23439,23440,9507039,9602121,9711190,9602110,9401095,9602121,9808063,9804123,9503199,9711190,9604063,9711190,9602110
23440,23441,9507042,9602122,9711192,9602121,9401097,9602122,9808072,9804130,9503223,9711192,9604076,9711192,9602121
23441,23442,9507054,9602123,9711195,9602122,9401100,9602123,9808076,9804133,9504008,9711195,9604081,9711195,9602122
23442,23443,9507055,9602130,9711198,9602123,9401103,9602130,9808077,9804139,9504023,9711198,9604085,9711198,9602123
23443,23444,9507059,9602139,9711204,9602130,9401104,9602139,9808078,9804144,9504044,9711204,9604098,9711204,9602130
23444,23445,9507067,9602146,9712001,9602139,9401114,9602146,9808082,9804169,9504058,9712001,9604104,9712001,9602139
23445,23446,9507079,9602157,9712002,9602146,9401123,9602157,9808089,9804177,9504062,9712002,9604111,9712002,9602146
23446,23447,9507080,9602163,9712014,9602157,9401126,9602163,9808091,9804185,9504068,9712014,9604115,9712014,9602157
23447,23448,9507081,9602164,9712016,9602163,9401130,9602164,9808098,9804197,9504069,9712016,9604120,9712016,9602163
23448,23449,9507082,9603001,9712027,9602164,9401134,9603001,9808099,9805009,9504096,9712027,9604122,9712027,9602164
23449,23450,9507083,9603005,9712037,9603001,9401142,9603005,9808105,9805022,9504126,9712037,9604126,9712037,9603001
23450,23451,9507086,9603019,9712042,9603005,9401150,9603019,9808108,9805023,9505007,9712042,9604128,9712042,9603005
23451,23452,9507089,9603021,9712044,9603019,9401151,9603021,9808112,9805024,9505028,9712044,9604129,9712044,9603019
23452,23453,9507095,9603029,9712045,9603021,9401155,9603029,9808118,9805025,9505033,9712045,9604132,9712045,9603021
23453,23454,9507106,9603039,9712052,9603029,9401160,9603039,9808123,9805030,9505090,9712052,9604134,9712052,9603029
23454,23455,9507120,9603041,9712053,9603039,9401165,9603041,9808132,9805036,9505103,9712053,9604135,9712053,9603039
23455,23456,9507124,9603047,9712058,9603041,9401166,9603047,9808148,9805037,9505118,9712058,9604137,9712058,9603041
23456,23457,9507127,9603048,9712060,9603047,9402003,9603048,9808150,9805038,9505155,9712060,9604138,9712060,9603047
23457,23458,9507128,9603053,9712062,9603048,9402011,9603053,9808152,9805040,9505163,9712062,9604143,9712062,9603048
23458,23459,9507129,9603054,9712069,9603053,9402014,9603054,9808167,9805055,9505191,9712069,9604147,9712069,9603053
23459,23460,9507134,9603057,9712076,9603054,9402017,9603057,9808170,9805057,9506013,9712076,9604151,9712076,9603054
23460,23461,9507146,9603064,9712081,9603057,9402024,9603064,9808176,9805061,9506028,9712081,9604152,9712081,9603057
23461,23462,9507147,9603070,9712089,9603064,9402040,9603070,9808186,9805067,9506046,9712089,9604155,9712089,9603064
23462,23463,9507154,9603081,9712093,9603070,9402050,9603081,9808193,9805077,9506055,9712093,9604157,9712093,9603070
23463,23464,9507165,9603083,9712094,9603081,9402051,9603083,9809003,9805088,9506070,9712094,9604175,9712094,9603081
23464,23465,9507167,9603105,9712098,9603083,9402054,9603105,9809005,9805098,9506080,9712098,9604180,9712098,9603083
23465,23466,9507174,9603119,9712099,9603105,9402058,9603119,9809008,9805118,9506092,9712099,9604182,9712099,9603105
23466,23467,9508007,9603135,9712100,9603119,9402059,9603135,9809010,9805119,9506127,9712100,9604184,9712100,9603119
23467,23468,9508012,9603137,9712104,9603135,9402063,9603137,9809011,9805127,9506162,9712104,9604197,9712104,9603135
23468,23469,9508018,9603139,9712106,9603137,9402065,9603139,9809042,9805132,9506165,9712106,9604198,9712106,9603137
23469,23470,9508022,9603145,9712107,9603139,9402069,9603145,9809044,9805138,9506173,9712107,9604201,9712107,9603139
23470,23471,9508027,9603146,9712108,9603145,9402071,9603146,9809054,9805148,9506197,9712108,9605004,9712108,9603145
23471,23472,9508035,9603152,9712113,9603146,9402078,9603152,9809058,9805150,9506201,9712113,9605005,9712113,9603146
23472,23473,9508037,9603154,9712123,9603152,9402087,9603154,9809059,9805151,9506208,9712123,9605007,9712123,9603152
23473,23474,9508051,9603155,9712132,9603154,9402091,9603155,9809071,9805160,9507019,9712132,9605030,9712132,9603154
23474,23475,9508052,9603157,9712136,9603155,9402099,9603157,9809075,9805166,9507042,9712136,9605031,9712136,9603155
23475,23476,9508057,9603159,9712138,9603157,9402100,9603159,9809077,9805167,9507054,9712138,9605038,9712138,9603157
23476,23477,9508069,9603160,9712142,9603159,9402110,9603160,9809078,9805168,9507080,9712142,9605040,9712142,9603159
23477,23478,9508070,9603166,9712147,9603160,9402111,9603166,9809079,9805176,9507081,9712147,9605041,9712147,9603160
23478,23479,9508077,9603173,9712148,9603166,9402123,9603173,9809086,9805177,9507086,9712148,9605044,9712148,9603166
23479,23480,9508081,9603174,9712151,9603173,9402130,9603174,9809087,9805201,9507102,9712151,9605045,9712151,9603173
23480,23481,9508092,9603189,9712152,9603174,9402137,9603189,9809089,9805211,9507108,9712152,9605054,9712152,9603174
23481,23482,9508093,9603202,9712175,9603189,9402138,9603202,9809092,9805212,9507116,9712175,9605056,9712175,9603189
23482,23483,9508097,9604003,9712180,9603202,9402146,9604003,9809094,9805214,9507120,9712180,9605060,9712180,9603202
23483,23484,9508101,9604009,9712183,9604003,9402149,9604009,9809104,9805220,9507123,9712183,9605084,9712183,9604003
23484,23485,9508111,9604011,9712184,9604009,9402150,9604011,9809116,9806006,9507127,9712184,9605086,9712184,9604009
23485,23486,9508114,9604015,9712192,9604011,9403002,9604015,9809120,9806007,9507128,9712192,9605088,9712192,9604011
23486,23487,9508118,9604022,9712196,9604015,9403020,9604022,9809129,9806010,9507129,9712196,9605089,9712196,9604015
23487,23488,9508121,9604024,9712198,9604022,9403021,9604024,9809134,9806035,9507146,9712198,9605103,9712198,9604022
23488,23489,9508130,9604028,9712204,9604024,9403027,9604028,9809138,9806048,9508007,9712204,9605107,9712204,9604024
23489,23490,9508138,9604029,9712205,9604028,9403034,9604029,9809143,9806050,9508014,9712205,9605108,9712205,9604028
23490,23491,9508145,9604030,9712207,9604029,9403037,9604030,9809146,9806052,9508018,9712207,9605109,9712207,9604029
23491,23492,9508147,9604031,9712208,9604030,9403042,9604031,9809148,9806053,9508022,9712208,9605112,9712208,9604030
23492,23493,9508169,9604033,9712216,9604031,9403071,9604033,9809150,9806054,9508024,9712216,9605115,9712216,9604031
23493,23494,9508171,9604036,9712217,9604033,9403081,9604036,9809155,9806070,9508026,9712217,9605129,9712217,9604033
23494,23495,9509010,9604038,9712219,9604036,9403091,9604038,9809156,9806077,9508027,9712219,9605132,9712219,9604036
23495,23496,9509015,9604045,9712224,9604038,9403092,9604045,9809166,9806087,9508029,9712224,9605137,9712224,9604038
23496,23497,9509029,9604046,9712227,9604045,9403097,9604046,9809169,9806090,9508037,9712227,9605144,9712227,9604045
23497,23498,9509030,9604048,9712228,9604046,9403101,9604048,9809181,9806097,9508060,9712228,9605156,9712228,9604046
23498,23499,9509041,9604063,9712229,9604048,9403103,9604063,9809186,9806100,9508092,9712229,9605162,9712229,9604048
23499,23500,9509046,9604076,9712233,9604063,9403107,9604076,9809200,9806117,9508095,9712233,9605163,9712233,9604063
23500,23501,9509054,9604081,9712234,9604076,9403110,9604081,9809201,9806124,9508109,9712234,9605166,9712234,9604076
23501,23502,9509057,9604085,9712243,9604081,9403115,9604085,9809203,9806128,9508121,9712243,9605180,9712243,9604081
23502,23503,9509058,9604098,9712244,9604085,9403120,9604098,9809211,9806138,9508126,9712244,9605181,9712244,9604085
23503,23504,9509063,9604104,9712250,9604098,9403125,9604104,9809216,9806152,9508130,9712250,9605183,9712250,9604098
23504,23505,9509065,9604111,9712255,9604104,9403127,9604111,9810009,9806164,9508147,9712255,9605191,9712255,9604104
23505,23506,9509068,9604115,9712258,9604111,9403136,9604115,9810016,9806165,9508152,9712258,9605204,9712258,9604111
23506,23507,9509077,9604120,9801005,9604115,9403138,9604120,9810023,9806180,9508169,9801005,9605209,9801005,9604115
23507,23508,9509087,9604122,9801012,9604120,9403149,9604122,9810027,9806181,9509010,9801012,9605213,9801012,9604120
23508,23509,9509091,9604126,9801013,9604122,9403156,9604126,9810036,9806183,9509014,9801013,9605226,9801013,9604122
23509,23510,9509093,9604128,9801015,9604126,9403169,9604128,9810039,9806188,9509046,9801015,9605234,9801015,9604126
23510,23511,9509094,9604129,9801016,9604128,9404003,9604129,9810047,9806193,9509061,9801016,9606004,9801016,9604128
23511,23512,9509100,9604132,9801025,9604129,9404007,9604132,9810052,9806207,9509063,9801025,9606007,9801025,9604129
23512,23513,9509116,9604134,9801027,9604132,9404015,9604134,9810056,9806223,9509064,9801027,9606013,9801027,9604132
23513,23514,9509122,9604135,9801031,9604134,9404016,9604135,9810060,9806226,9509065,9801031,9606014,9801031,9604134
23514,23515,9509128,9604137,9801035,9604135,9404018,9604137,9810071,9806228,9509087,9801035,9606018,9801035,9604135
23515,23516,9509131,9604138,9801045,9604137,9404024,9604138,9810073,9806234,9509094,9801045,9606022,9801045,9604137
23516,23517,9509138,9604143,9801050,9604138,9404028,9604143,9810079,9806238,9509100,9801050,9606026,9801050,9604138
23517,23518,9509144,9604147,9801055,9604143,9404029,9604147,9810082,9806248,9509116,9801055,9606029,9801055,9604143
23518,23519,9509154,9604151,9801057,9604147,9404032,9604151,9810083,9807015,9509121,9801057,9606036,9801057,9604147
23519,23520,9509157,9604152,9801059,9604151,9404033,9604152,9810096,9807018,9509122,9801059,9606040,9801059,9604151
