,Rank,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
26451,26452,210092,9702001,9406060,9311126,210092,9607042,9311123,9311126,9402011,9707116,9707116,9908018
26452,26453,210109,9702004,9406061,9311132,210109,9607059,9311126,9311132,9402015,9707117,9707117,9908019
26453,26454,210113,9702011,9406070,9311142,210113,9607068,9311132,9311142,9402021,9707121,9707121,9908020
26454,26455,210130,9702013,9406074,9311158,210130,9607075,9311142,9311158,9402023,9707127,9707127,9908021
26455,26456,210156,9702020,9406081,9311160,210156,9607097,9311158,9311160,9402038,9707137,9707137,9908022
26456,26457,210161,9702032,9406083,9311165,210161,9607098,9311160,9311165,9402039,9707138,9707138,9908023
26457,26458,210180,9702040,9406092,9312004,210180,9607100,9311165,9312004,9402040,9707145,9707145,9908024
26458,26459,210188,9702051,9406094,9312007,210188,9607130,9312004,9312007,9402044,9707151,9707151,9908025
26459,26460,210201,9702063,9406098,9312008,210201,9607142,9312007,9312008,9402049,9707152,9707152,9908026
26460,26461,210242,9702070,9406104,9312015,210242,9607166,9312008,9312015,9402054,9707154,9707154,9908027
26461,26462,210283,9702071,9406117,9312020,210283,9607169,9312015,9312020,9402056,9707155,9707155,9908028
26462,26463,210304,9702078,9406122,9312028,210304,9607178,9312020,9312028,9402058,9707163,9707163,9908029
26463,26464,211046,9702080,9406124,9312029,211046,9607179,9312028,9312029,9402063,9707172,9707172,9908030
26464,26465,211079,9702090,9406134,9312034,211079,9607180,9312029,9312034,9402064,9707187,9707187,9908031
26465,26466,211088,9702091,9406140,9312044,211088,9607191,9312034,9312044,9402065,9707191,9707191,9908032
26466,26467,211099,9702112,9406143,9312050,211099,9607225,9312044,9312050,9402069,9707193,9707193,9908033
26467,26468,211106,9702116,9406145,9312062,211106,9607228,9312050,9312062,9402078,9707196,9707196,9908034
26468,26469,211179,9702124,9406148,9312064,211179,9607241,9312062,9312064,9402081,9707206,9707206,9908035
26469,26470,211205,9702128,9406151,9312065,211205,9608001,9312064,9312065,9402084,9707213,9707213,9908036
26470,26471,211211,9702129,9406152,9312069,211211,9608002,9312065,9312069,9402085,9707216,9707216,9908037
26471,26472,211223,9702131,9406160,9312080,211223,9608032,9312069,9312080,9402086,9707221,9707221,9908038
26472,26473,212001,9702132,9406161,9312085,212001,9608036,9312080,9312085,9402087,9707231,9707231,9908039
26473,26474,212127,9702140,9406166,9312089,212127,9608044,9312085,9312089,9402090,9707238,9707238,9908040
26474,26475,212154,9702146,9406170,9312090,212154,9608051,9312089,9312090,9402091,9707240,9707240,9908041
26475,26476,212161,9702149,9406188,9312091,212161,9608052,9312090,9312091,9402100,9707252,9707252,9908042
26476,26477,212249,9702158,9406199,9312092,212249,9608062,9312091,9312092,9402111,9707254,9707254,9908043
26477,26478,212264,9702183,9406202,9312096,212264,9608067,9312092,9312096,9402113,9707255,9707255,9908044
26478,26479,212268,9702185,9406208,9312099,212268,9608069,9312096,9312099,9402115,9708018,9708018,9908045
26479,26480,212280,9702193,9406211,9312101,212280,9608073,9312099,9312101,9402121,9708024,9708024,9908046
26480,26481,212282,9703004,9406217,9312102,212282,9608080,9312101,9312102,9402122,9708026,9708026,9908047
26481,26482,212289,9703011,9407010,9312103,212289,9608081,9312102,9312103,9402123,9708028,9708028,9908048
26482,26483,212309,9703021,9407011,9312110,212309,9608087,9312103,9312110,9402126,9708038,9708038,9908049
26483,26484,301041,9703032,9407019,9312114,301041,9608098,9312110,9312114,9402130,9708043,9708043,9908050
26484,26485,301052,9703033,9407036,9312115,301052,9608112,9312114,9312115,9402135,9708050,9708050,9908051
26485,26486,301053,9703034,9407050,9312128,301053,9608114,9312115,9312128,9402137,9708056,9708056,9908052
26486,26487,301077,9703047,9407051,9312129,301077,9608115,9312128,9312129,9402140,9708057,9708057,9908053
26487,26488,301115,9703054,9407054,9312132,301115,9608132,9312129,9312132,9402147,9708059,9708059,9908054
26488,26489,301141,9703058,9407057,9312133,301141,9608133,9312132,9312133,9403001,9708070,9708070,9908055
26489,26490,301160,9703061,9407060,9312138,301160,9608146,9312133,9312138,9403002,9708071,9708071,9908056
26490,26491,301194,9703064,9407079,9312155,301194,9608149,9312138,9312155,9403010,9708079,9708079,9908057
26491,26492,301197,9703088,9407081,9312159,301197,9608158,9312155,9312159,9403014,9708084,9708084,9908058
26492,26493,301199,9703091,9407088,9312166,301199,9608164,9312159,9312166,9403017,9708088,9708088,9908059
26493,26494,301204,9703095,9407092,9312173,301204,9608170,9312166,9312173,9403020,9708095,9708095,9908060
26494,26495,301219,9703108,9407093,9312196,301219,9608184,9312173,9312196,9403021,9708096,9708096,9908061
26495,26496,301241,9703113,9407108,9312197,301241,9609007,9312196,9312197,9403027,9708097,9708097,9908062
26496,26497,301256,9703116,9407120,9312200,301256,9609011,9312197,9312200,9403034,9708104,9708104,9908063
26497,26498,302004,9703117,9407124,9401001,302004,9609015,9312200,9401001,9403039,9708105,9708105,9908064
26498,26499,302040,9703119,9407125,9401003,302040,9609058,9401001,9401003,9403043,9708107,9708107,9908065
26499,26500,302044,9703120,9407129,9401009,302044,9609067,9401003,9401009,9403056,9708111,9708111,9908066
26500,26501,302079,9703140,9407135,9401011,302079,9609072,9401009,9401011,9403063,9708121,9708121,9908067
26501,26502,302089,9703151,9407137,9401013,302089,9609078,9401011,9401013,9403067,9708128,9708128,9908068
26502,26503,302094,9703153,9407139,9401017,302094,9609088,9401013,9401017,9403068,9708132,9708132,9908069
26503,26504,302095,9703161,9407140,9401020,302095,9609091,9401017,9401020,9403071,9708142,9708142,9908070
26504,26505,302102,9703169,9407142,9401021,302102,9609093,9401020,9401021,9403074,9708143,9708143,9908071
26505,26506,302103,9703170,9407150,9401032,302103,9609096,9401021,9401032,9403081,9708144,9708144,9908072
26506,26507,302142,9703199,9407153,9401040,302142,9609098,9401032,9401040,9403084,9708151,9708151,9908073
26507,26508,302161,9703203,9407156,9401043,302161,9609106,9401040,9401043,9403088,9708155,9708155,9908074
26508,26509,302209,9703207,9407168,9401048,302209,9609129,9401043,9401048,9403091,9708156,9708156,9908075
26509,26510,302229,9703212,9407170,9401051,302229,9609144,9401048,9401051,9403099,9708158,9708158,9908076
26510,26511,303002,9703220,9407174,9401054,303002,9609156,9401051,9401054,9403101,9708161,9708161,9908077
26511,26512,303004,9703225,9407175,9401063,303004,9609158,9401054,9401063,9403103,9708162,9708162,9908078
26512,26513,303019,9704001,9407185,9401065,303019,9609164,9401063,9401065,9403105,9708167,9708167,9908079
26513,26514,303038,9704004,9407192,9401066,303038,9609165,9401065,9401066,9403107,9709003,9709003,9908081
26514,26515,303061,9704007,9408002,9401067,303061,9609179,9401066,9401067,9403110,9709008,9709008,9908082
26515,26516,303108,9704015,9408008,9401076,303108,9609187,9401067,9401076,9403111,9709011,9709011,9908083
26516,26517,303112,9704020,9408009,9401079,303112,9609189,9401076,9401079,9403115,9709018,9709018,9908084
26517,26518,303118,9704024,9408010,9401082,303118,9609199,9401079,9401082,9403120,9709026,9709026,9908085
26518,26519,303126,9704031,9408023,9401083,303126,9609200,9401082,9401083,9403125,9709041,9709041,9908086
26519,26520,303169,9704038,9408025,9401085,303169,9609215,9401083,9401085,9403134,9709045,9709045,9908087
26520,26521,303189,9704048,9408032,9401091,303189,9609227,9401085,9401091,9403136,9709046,9709046,9908088
26521,26522,303201,9704060,9408044,9401104,303201,9609237,9401091,9401104,9403148,9709051,9709051,9908089
26522,26523,303226,9704066,9408045,9401114,303226,9610004,9401104,9401114,9403149,9709052,9709052,9908090
26523,26524,303257,9704077,9408052,9401117,303257,9610010,9401114,9401117,9403169,9709056,9709056,9908091
26524,26525,303260,9704091,9408057,9401123,303260,9610015,9401117,9401123,9403171,9709059,9709059,9908092
26525,26526,303262,9704099,9408058,9401132,303262,9610033,9401123,9401132,9403172,9709070,9709070,9908093
26526,26527,304029,9704107,9408064,9401133,304029,9610042,9401132,9401133,9403184,9709073,9709073,9908094
26527,26528,304043,9704121,9408071,9401140,304043,9610047,9401133,9401140,9403195,9709076,9709076,9908095
26528,26529,304050,9704122,9408072,9401142,304050,9610063,9401140,9401142,9403198,9709085,9709085,9908096
26529,26530,304065,9704126,9408081,9401150,304065,9610072,9401142,9401150,9404003,9709086,9709086,9908097
26530,26531,304075,9704183,9408090,9401151,304075,9610073,9401150,9401151,9404013,9709095,9709095,9908098
26531,26532,304133,9704187,9408095,9401155,304133,9610075,9401151,9401155,9404015,9709104,9709104,9908099
26532,26533,304179,9704200,9408105,9401159,304179,9610078,9401155,9401159,9404016,9709111,9709111,9908100
26533,26534,304189,9705012,9408107,9401163,304189,9610083,9401159,9401163,9404032,9709112,9709112,9908101
26534,26535,304242,9705026,9408117,9401166,304242,9610085,9401163,9401166,9404044,9709117,9709117,9908102
26535,26536,304248,9705039,9408120,9401168,304248,9610093,9401166,9401168,9404046,9709120,9709120,9908103
26536,26537,9201030,9705051,9408122,9402011,9201030,9610110,9401168,9402011,9404048,9709121,9709121,9908104
26537,26538,9201045,9705066,9408126,9402015,9201045,9610115,9402011,9402015,9404055,9709124,9709124,9908105
26538,26539,9201065,9705067,9408132,9402021,9201065,9610116,9402015,9402021,9404074,9709128,9709128,9908106
26539,26540,9201066,9705071,9408134,9402023,9201066,9610119,9402021,9402023,9404077,9709134,9709134,9908107
26540,26541,9201077,9705082,9408141,9402038,9201077,9610127,9402023,9402038,9404078,9709136,9709136,9908108
26541,26542,9202017,9705083,9408145,9402039,9202017,9610130,9402038,9402039,9404085,9709142,9709142,9908109
26542,26543,9202019,9705086,9408152,9402040,9202019,9610133,9402039,9402040,9404086,9709150,9709150,9908110
26543,26544,9202024,9705109,9408156,9402044,9202024,9610137,9402040,9402044,9404087,9709151,9709151,9908111
26544,26545,9202031,9705114,9408163,9402049,9202031,9610146,9402044,9402049,9404093,9709153,9709153,9908112
26545,26546,9202038,9705115,9408168,9402054,9202038,9610158,9402049,9402054,9404102,9709156,9709156,9908113
26546,26547,9202066,9705119,9409001,9402056,9202066,9610159,9402054,9402056,9404112,9709157,9709157,9908114
26547,26548,9202067,9705121,9409003,9402058,9202067,9610161,9402056,9402058,9404118,9709162,9709162,9908115
26548,26549,9202079,9705125,9409006,9402063,9202079,9610174,9402058,9402063,9404134,9709164,9709164,9908116
26549,26550,9203007,9705134,9409018,9402065,9203007,9610181,9402063,9402065,9404140,9709168,9709168,9908117
26550,26551,9203010,9705143,9409023,9402069,9203010,9610184,9402065,9402069,9404145,9709169,9709169,9908118
26551,26552,9203011,9705177,9409029,9402078,9203011,9610185,9402069,9402078,9404150,9709170,9709170,9908119
26552,26553,9203015,9705203,9409036,9402081,9203015,9610186,9402078,9402081,9404154,9709172,9709172,9908120
26553,26554,9203021,9705204,9409042,9402084,9203021,9610188,9402081,9402084,9404155,9709176,9709176,9908121
26554,26555,9203032,9705217,9409043,9402085,9203032,9610203,9402084,9402085,9404156,9709179,9709179,9908122
26555,26556,9203037,9705227,9409044,9402087,9203037,9610206,9402085,9402087,9404164,9709183,9709183,9908123
26556,26557,9203058,9705238,9409049,9402090,9203058,9610210,9402087,9402090,9404168,9709185,9709185,9908124
26557,26558,9203068,9706003,9409052,9402091,9203068,9610212,9402090,9402091,9404177,9709190,9709190,9908125
26558,26559,9203073,9706008,9409067,9402100,9203073,9610217,9402091,9402100,9404178,9709191,9709191,9908126
26559,26560,9204015,9706011,9409078,9402111,9204015,9610218,9402100,9402111,9404181,9709194,9709194,9908127
26560,26561,9204021,9706034,9409080,9402113,9204021,9610228,9402111,9402113,9405003,9709197,9709197,9908128
26561,26562,9204077,9706037,9409083,9402121,9204077,9610233,9402113,9402121,9405012,9709204,9709204,9908129
26562,26563,9204080,9706055,9409084,9402122,9204080,9610235,9402121,9402122,9405017,9709212,9709212,9908130
26563,26564,9204081,9706063,9409085,9402123,9204081,9611018,9402122,9402123,9405019,9709215,9709215,9908131
26564,26565,9204093,9706067,9409109,9402126,9204093,9611028,9402123,9402126,9405024,9709218,9709218,9908132
26565,26566,9205002,9706106,9409111,9402130,9205002,9611032,9402126,9402130,9405046,9709221,9709221,9908133
26566,26567,9205005,9706111,9409115,9402137,9205005,9611035,9402130,9402137,9405053,9709223,9709223,9908134
26567,26568,9205013,9706116,9409117,9402147,9205013,9611037,9402137,9402147,9405054,9710002,9710002,9908135
26568,26569,9205026,9706118,9409135,9403001,9205026,9611044,9402147,9403001,9405064,9710008,9710008,9908136
26569,26570,9205029,9706122,9409143,9403002,9205029,9611048,9403001,9403002,9405068,9710012,9710012,9908137
26570,26571,9205032,9706134,9409148,9403010,9205032,9611057,9403002,9403010,9405069,9710013,9710013,9908138
26571,26572,9205042,9706135,9409151,9403017,9205042,9611059,9403010,9403017,9405097,9710017,9710017,9908139
26572,26573,9205044,9706136,9409171,9403020,9205044,9611069,9403017,9403020,9405100,9710036,9710036,9908140
26573,26574,9205049,9706137,9409173,9403021,9205049,9611076,9403020,9403021,9405103,9710040,9710040,9908141
26574,26575,9205050,9706138,9409178,9403027,9205050,9611085,9403021,9403027,9405116,9710043,9710043,9908142
26575,26576,9205053,9706160,9409182,9403034,9205053,9611089,9403027,9403034,9405118,9710044,9710044,9908143
26576,26577,9205097,9706161,9409187,9403039,9205097,9611091,9403034,9403039,9405123,9710045,9710045,9908144
26577,26578,9205104,9706164,9409194,9403043,9205104,9611093,9403039,9403043,9405124,9710052,9710052,9908146
26578,26579,9205112,9706183,9409195,9403056,9205112,9611109,9403043,9403056,9405129,9710054,9710054,9908147
26579,26580,9206001,9706191,9410019,9403063,9206001,9611121,9403056,9403063,9405135,9710055,9710055,9908148
26580,26581,9206017,9706202,9410024,9403067,9206017,9611128,9403063,9403067,9405140,9710056,9710056,9908149
26581,26582,9206022,9706209,9410025,9403068,9206022,9611131,9403067,9403068,9405147,9710059,9710059,9908150
26582,26583,9206062,9706224,9410027,9403071,9206062,9611135,9403068,9403071,9405150,9710081,9710081,9908151
26583,26584,9206110,9707006,9410029,9403074,9206110,9611139,9403071,9403074,9405151,9710083,9710083,9908152
26584,26585,9207014,9707010,9410032,9403081,9207014,9611141,9403074,9403081,9405152,9710094,9710094,9908153
26585,26586,9207023,9707026,9410037,9403084,9207023,9611144,9403081,9403084,9405154,9710106,9710106,9908154
26586,26587,9207026,9707032,9410038,9403088,9207026,9611153,9403084,9403088,9405171,9710111,9710111,9908155
26587,26588,9207036,9707036,9410048,9403091,9207036,9611168,9403088,9403091,9405173,9710113,9710113,9908156
26588,26589,9207047,9707037,9410049,9403099,9207047,9611191,9403091,9403099,9405177,9710115,9710115,9908157
26589,26590,9207059,9707038,9410058,9403101,9207059,9611192,9403099,9403101,9405179,9710117,9710117,9908158
26590,26591,9207062,9707050,9410059,9403103,9207062,9611206,9403101,9403103,9405183,9710118,9710118,9908159
26591,26592,9207068,9707065,9410060,9403105,9207068,9611217,9403103,9403105,9405187,9710130,9710130,9908160
26592,26593,9207083,9707078,9410061,9403107,9207083,9611218,9403105,9403107,9405191,9710131,9710131,9908161
26593,26594,9207087,9707089,9410062,9403110,9207087,9611220,9403107,9403110,9406003,9710143,9710143,9908162
26594,26595,9207088,9707103,9410066,9403111,9207088,9611221,9403110,9403111,9406005,9710154,9710154,9908163
26595,26596,9207093,9707104,9410067,9403115,9207093,9611226,9403111,9403115,9406006,9710156,9710156,9908164
26596,26597,9207099,9707114,9410070,9403120,9207099,9611234,9403115,9403120,9406012,9710157,9710157,9908165
26597,26598,9207104,9707116,9410072,9403125,9207104,9611235,9403120,9403125,9406021,9710160,9710160,9908166
26598,26599,9207110,9707138,9410077,9403136,9207110,9612001,9403125,9403136,9406026,9710164,9710164,9908167
26599,26600,9207113,9707145,9410089,9403149,9207113,9612003,9403136,9403149,9406030,9710170,9710170,9908168
26600,26601,9207116,9707151,9410091,9403169,9207116,9612016,9403149,9403169,9406037,9710172,9710172,9908169
26601,26602,9208019,9707152,9410092,9403171,9208019,9612020,9403169,9403171,9406039,9710173,9710173,9908170
26602,26603,9208021,9707172,9410094,9403172,9208021,9612023,9403171,9403172,9406041,9710182,9710182,9908171
26603,26604,9208050,9707191,9410095,9403184,9208050,9612024,9403172,9403184,9406042,9710184,9710184,9908172
26604,26605,9208060,9707193,9410103,9404003,9208060,9612044,9403184,9404003,9406047,9710195,9710195,9908173
26605,26606,9209001,9707196,9410110,9404015,9209001,9612047,9404003,9404015,9406048,9710200,9710200,9908174
26606,26607,9209026,9707206,9410112,9404016,9209026,9612050,9404015,9404016,9406057,9710201,9710201,9908175
26607,26608,9209061,9707213,9410115,9404032,9209061,9612057,9404016,9404032,9406060,9710202,9710202,9908176
26608,26609,9209064,9707216,9410122,9404044,9209064,9612071,9404032,9404044,9406061,9710211,9710211,9908177
