,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
20865,20866,106281,9503236,9303112,9311059,9610193,9610193,9503236,9503236,9706023,9510172,212179,9610193
20866,20867,106280,9503077,9202013,9310006,9906165,9906165,9503077,9503077,9709192,9403034,303010,9906165
20867,20868,106279,9702066,9202057,106003,9301008,9301008,9702066,9702066,9811231,9308074,303017,9301008
20868,20869,106278,9512147,9212147,9405007,9301014,9301014,9512147,9512147,9812004,9503195,303202,9301014
20869,20870,106277,9305041,9303068,3293,9303112,9303112,9305041,9305041,9503106,9507174,304139,9303112
20870,20871,106276,9312172,9310104,9204070,9202013,9202013,9312172,9312172,9507040,9508101,9812220,9202013
20871,20872,106275,212163,9311011,9609222,9202057,9202057,212163,212163,9612233,9509129,1080,9202057
20872,20873,106274,109046,9205074,9806118,9212147,9212147,109046,109046,4087,9509154,102094,9212147
20873,20874,106273,9807072,9401036,202134,9303068,9303068,9807072,9807072,9703171,9504100,106284,9303068
20874,20875,106272,9503089,9610215,203117,9310104,9310104,9503089,9503089,5160,9503015,201166,9310104
20875,20876,106271,3073,9505176,303014,9311011,9311011,3073,3073,9505135,9503128,209235,9311011
20876,20877,106270,9303102,9611043,9912124,9205074,9205074,9303102,9303102,9611012,9510057,207058,9205074
20877,20878,106269,204209,9612127,9612111,9401036,9401036,204209,204209,9702054,9207014,209103,9401036
20878,20879,106268,106168,9308139,9809002,9610215,9610215,106168,106168,9806015,9406124,9803095,9610215
20879,20880,106267,12132,9405069,9506204,9505176,9505176,12132,12132,9806144,9308012,107213,9505176
20880,20881,106266,202016,9608042,9312085,9611043,9611043,202016,202016,6140,9308063,212296,9611043
20881,20882,106265,5189,9701025,9309147,9612127,9612127,5189,5189,102006,9510160,106063,9612127
20882,20883,106264,212155,9204083,9810101,9308139,9308139,212155,212155,8175,9611073,107032,9308139
20883,20884,106263,106225,9703056,9402049,9405069,9405069,106225,106225,9043,9510174,207083,9405069
20884,20885,106262,9901090,9703208,9204001,9608042,9608042,9901090,9901090,9169,9512162,207226,9608042
20885,20886,106261,3080,9706177,9912197,9701025,9701025,3080,3080,9206,9412056,212113,9701025
20886,20887,106260,9911024,101093,9808104,9204083,9204083,9911024,9911024,11222,9510211,9910106,9204083
20887,20888,106259,204021,9603053,9705244,9703056,9703056,204021,204021,9705166,9507067,101169,9703056
20888,20889,106258,9503024,9306069,9301079,9703208,9703208,9503024,9503024,9809064,9511016,111052,9703208
20889,20890,106257,9510120,9207011,211045,9706177,9706177,9510120,9510120,102041,9509068,9909093,9706177
20890,20891,106256,9403018,9611233,4060,101093,101093,9403018,9403018,102169,9209069,9908092,101093
20891,20892,106255,3082,9903187,10132,9603053,9603053,3082,3082,103157,9511182,204115,9603053
20892,20893,106254,304106,9205059,9912099,9306069,9306069,304106,304106,103246,9512027,8215,9306069
20893,20894,106253,9802120,9302035,4065,9207011,9207011,9802120,9802120,106192,9512058,302026,9207011
20894,20895,106252,101051,9506136,9507054,9611233,9611233,101051,101051,106246,9504106,304072,9611233
20895,20896,106250,9412151,9204088,9801035,9903187,9903187,9412151,9412151,107016,9509131,110085,9903187
20896,20897,106249,9503184,9206047,4069,9205059,9205059,9503184,9503184,203019,9407156,9704004,9205059
20897,20898,106248,207092,9208027,9901049,9302035,9302035,207092,207092,108179,9512176,111248,9302035
20898,20899,106247,9610127,9205034,103125,9506136,9506136,9610127,9610127,201075,9401142,211138,9506136
20899,20900,106246,9203073,9211016,203141,9204088,9204088,9203073,9203073,202002,9503090,5020,9204088
20900,20901,106245,9603189,9208075,9209040,9206047,9206047,9603189,9603189,9608185,9609009,209248,9206047
20901,20902,106244,9801086,9306044,9506038,9208027,9208027,9801086,9801086,206072,9601071,8198,9208027
20902,20903,106243,110212,9805067,9804007,9205034,9205034,110212,110212,207271,9307067,209022,9205034
20903,20904,106242,210307,9808138,4108,9211016,9211016,210307,210307,209162,9512159,209133,9211016
20904,20905,106241,9507021,1014,4113,9208075,9208075,9507021,9507021,209187,9601084,110295,9208075
20905,20906,106240,9909074,9502097,9602143,9306044,9306044,9909074,9909074,211123,9410231,211126,9306044
20906,20907,106239,9302074,9803011,9509033,9805067,9805067,9302074,9302074,211016,9601103,9412070,9805067
20907,20908,106238,9410028,9904136,103019,9808138,9808138,9410028,9410028,211259,9508051,9128,9808138
20908,20909,106237,9410113,9511139,9901133,1014,1014,9410113,9410113,212211,9410089,12088,1014
20909,20910,106236,9601101,9411080,9904048,9502097,9502097,9601101,9601101,304036,9411191,209178,9502097
20910,20911,106235,9401057,9606105,9906213,9803011,9803011,9401057,9401057,9503231,9308096,11195,9803011
20911,20912,106234,204067,9805022,204040,9904136,9904136,204067,204067,9610085,9202066,10126,9904136
20912,20913,106233,9403077,9301068,9609029,9511139,9511139,9403077,9403077,9808186,9602090,108168,9511139
20913,20914,106232,9411012,9404077,205239,9411080,9411080,9411012,9411012,9606017,9602130,110192,9411080
20914,20915,106231,9411216,9308075,9603054,9606105,9606105,9411216,9411216,9611188,9602164,111104,9606105
20915,20916,106230,9604104,9302047,9504024,9805022,9805022,9604104,9604104,9602174,9603048,201162,9805022
20916,20917,106228,9306072,9307010,9708125,9301068,9301068,9306072,9306072,9609066,9512164,204180,9301068
20917,20918,106227,3117,9303139,9709052,9404077,9404077,3117,3117,9704198,9603105,210133,9404077
20918,20919,106226,212151,9806075,9609150,9308075,9308075,212151,212151,9812024,9603114,302131,9308075
20919,20920,106225,302118,9806103,9803181,9302047,9302047,302118,302118,9711166,9405097,302186,9302047
20920,20921,106223,101050,9711116,9812001,9307010,9307010,101050,101050,9805045,9510056,9912010,9307010
20921,20922,106222,9212,9406160,9912005,9303139,9303139,9212,9212,9912107,9502055,110239,9303139
20922,20923,106221,10136,9610113,9612185,9806075,9806075,10136,10136,2127,9401085,304064,9806075
20923,20924,106220,10199,9506026,9610055,9806103,9806103,10199,10199,9811128,9410197,209030,9806103
20924,20925,106219,9705185,9611228,9708010,9711116,9711116,9705185,9705185,5008,9509150,302073,9711116
20925,20926,106218,207189,9702077,209172,9406160,9406160,207189,207189,9904078,9509023,101077,9406160
20926,20927,106217,210006,9712221,4161,9610113,9610113,210006,210006,9911022,9408052,210280,9610113
20927,20928,106215,9511075,9804177,9304103,9506026,9506026,9511075,9511075,9504146,9408105,207183,9506026
20928,20929,106214,12047,1113,9912097,9611228,9611228,12047,12047,9909122,9408145,301020,9611228
20929,20930,106213,5206,9703097,9912114,9702077,9702077,5206,5206,102150,9208060,1094,9702077
20930,20931,106212,109207,9510221,9401120,9712221,9712221,109207,109207,9410099,9603039,3266,9712221
20931,20932,106211,304177,9710101,9308009,9804177,9804177,304177,304177,9605184,9604093,6074,9804177
20932,20933,106210,12245,9311060,9210131,1113,1113,12245,12245,9512181,9604137,104267,1113
20933,20934,106209,9412182,9406048,9804109,9703097,9703097,9412182,9412182,7110,9306115,106007,9703097
20934,20935,106208,207185,9503023,9604009,9510221,9510221,207185,207185,9705104,9605041,107253,9510221
20935,20936,106207,8124,9506042,9609221,9710101,9710101,8124,8124,9512059,9407170,108243,9710101
20936,20937,106206,103264,9703187,4175,9311060,9311060,103264,103264,9511157,9507124,111023,9311060
20937,20938,106205,7206,9608070,9509057,9406048,9406048,7206,7206,9604129,9603070,202185,9406048
20938,20939,106204,9907207,9412055,4176,9503023,9503023,9907207,9907207,9606176,9602003,203240,9503023
20939,20940,106203,3089,9506061,9505016,9506042,9506042,3089,3089,9607229,9605177,209213,9506042
20940,20941,106202,9501002,9705101,204104,9703187,9703187,9501002,9501002,9803116,9605188,209262,9703187
20941,20942,106201,9307080,9707073,9097,9608070,9608070,9307080,9307080,9704142,9604029,301114,9608070
20942,20943,106200,9307146,9802149,4192,9412055,9412055,9307146,9307146,9612115,9604036,9507149,9412055
20943,20944,106199,9405176,9812060,4193,9506061,9506061,9405176,9405176,9707079,9605132,9508022,9506061
20944,20945,106197,9506046,9607186,9304020,9705101,9705101,9506046,9506046,9710231,9507037,9510230,9705101
20945,20946,106196,9606157,9906043,9902048,9707073,9707073,9606157,9606157,9512081,9412178,9604109,9707073
20946,20947,106195,212202,9805177,9406092,9802149,9802149,212202,212202,9612087,9607111,9709117,9802149
20947,20948,106194,208166,9309039,9608187,9812060,9812060,208166,208166,9702006,9404102,9908098,9812060
20948,20949,106193,9703074,9204024,9203014,9607186,9607186,9703074,9703074,9705046,9312020,112107,9607186
20949,20950,106192,3091,9401006,9606178,9906043,9906043,3091,3091,9708037,9606110,206176,9906043
20950,20951,106191,9511129,9311117,9611232,9805177,9805177,9511129,9511129,9604179,9306084,1004,9805177
20951,20952,106190,9608149,9401025,9408122,9309039,9309039,9608149,9608149,9609181,9607028,1034,9309039
20952,20953,106189,9502042,9610131,11263,9204024,9204024,9502042,9502042,9712170,9307193,9708084,9204024
20953,20954,106188,9179,9508153,5034,9401006,9401006,9179,9179,9807127,9607162,210014,9401006
20954,20955,106187,4191,9208026,9411046,9311117,9311117,4191,4191,9801085,9410077,9801190,9311117
20955,20956,106186,211176,9506132,9612081,9401025,9401025,211176,211176,9611205,9212142,212244,9401025
20956,20957,106185,212071,1022,9703207,9610131,9610131,212071,212071,9704145,9412068,210032,9610131
20957,20958,106184,3094,9802096,9502063,9508153,9508153,3094,3094,9707126,9512088,211136,9508153
20958,20959,106183,110010,9202038,9238,9208026,9208026,110010,110010,1029,9608100,108037,9208026
20959,20960,106182,9710220,9508049,9703079,9506132,9506132,9710220,9710220,9512082,9608119,201190,9506132
20960,20961,106181,212064,9211035,9707030,1022,1022,212064,212064,9510053,9608120,210301,1022
20961,20962,106180,9708061,9306027,9703080,9802096,9802096,9708061,9708061,9708075,9507039,103206,9802096
20962,20963,106179,3098,9403056,5060,9202038,9202038,3098,3098,9703062,9608141,203110,9202038
20963,20964,106178,9906035,9403116,9602122,9508049,9508049,9906035,9906035,9704109,9408126,12045,9508049
20964,20965,106177,108079,9408091,9809060,9211035,9211035,108079,108079,9710136,9312028,212066,9211035
20965,20966,106176,9507147,9709035,9810218,9306027,9306027,9507147,9507147,9902210,9312029,9511089,9306027
20966,20967,106175,9612228,9501049,9706030,9403056,9403056,9612228,9612228,9605085,9609044,9910070,9403056
20967,20968,106174,9401048,9306009,9604111,9403116,9403116,9401048,9401048,9609217,9607053,9712107,9403116
20968,20969,106173,9503152,9207103,9709024,9408091,9408091,9503152,9503152,9606193,9205112,9510194,9408091
20969,20970,106172,9503180,9405107,205158,9709035,9709035,9503180,9503180,9706208,9609110,9605095,9709035
20970,20971,106171,206142,9202074,9712108,9501049,9501049,206142,206142,9906039,9705178,106268,9501049
20971,20972,106170,212220,9205090,109205,9306009,9306009,212220,212220,9607070,9601100,108211,9306009
20972,20973,106168,9802061,9304164,204036,9207103,9207103,9802061,9802061,9606196,9604046,301075,9207103
20973,20974,106167,9204049,9804185,9602168,9405107,9405107,9204049,9204049,9610238,9408072,9903191,9405107
20974,20975,106166,9204084,9505128,9209066,9202074,9202074,9204084,9204084,9607082,9608016,209053,9202074
20975,20976,106165,9211057,9702027,9812183,9205090,9205090,9211057,9211057,9707119,9609121,211177,9205090
20976,20977,106164,9310081,9812189,9401129,9304164,9304164,9310081,9310081,9912030,9607150,304099,9304164
20977,20978,106163,9309059,9301050,9809118,9804185,9804185,9309059,9309059,9703077,9412193,9509124,9804185
20978,20979,106162,9405048,9606139,9401100,9505128,9505128,9405048,9405048,9710191,9607133,9807074,9505128
20979,20980,106161,9301082,9212029,9708132,9702027,9702027,9301082,9301082,9602011,9203011,9804080,9702027
20980,20981,106160,9607059,9205115,9506062,9812189,9812189,9607059,9607059,9707236,9412049,101174,9812189
20981,20982,106159,9510107,9307066,9704072,9301050,9301050,9510107,9510107,9611036,9309073,111195,9301050
20982,20983,106158,102012,9206026,9203022,9606139,9606139,102012,102012,9904083,9601032,204072,9606139
20983,20984,106157,203008,9201020,9307016,9212029,9212029,203008,203008,9909051,9508171,207152,9212029
20984,20985,106156,5249,9409117,9303157,9205115,9205115,5249,5249,9709227,9209026,304120,9205115
20985,20986,106155,104121,9611024,9306081,9307066,9307066,104121,104121,8180,9309158,9702013,9307066
20986,20987,106153,3114,9805148,9901047,9206026,9206026,3114,3114,9139,9610231,9801089,9206026
20987,20988,106152,110138,9807166,9310191,9201020,9201020,110138,110138,11060,9604122,9911232,9201020
20988,20989,106151,102029,9408155,9602007,9409117,9409117,102029,102029,9710051,9304049,9610015,9409117
20989,20990,106150,9809047,9807056,9608172,9611024,9611024,9809047,9809047,9609173,9611021,203242,9611024
20990,20991,106149,9403071,9202054,9707078,9805148,9805148,9403071,9403071,9906106,9509144,9903262,9805148
20991,20992,106148,9609024,9201014,9706182,9807166,9807166,9609024,9609024,108230,9803045,303199,9807166
20992,20993,106146,9903218,9202039,9307065,9408155,9408155,9903218,9903218,207249,9512114,206060,9408155
20993,20994,106145,9911008,9206084,9407166,9807056,9807056,9911008,9911008,9712091,9611156,212170,9807056
20994,20995,106144,9211139,9207094,9212106,9202054,9202054,9211139,9211139,9606057,9504103,304135,9202054
20995,20996,106143,9304131,9212149,9612026,9201014,9201014,9304131,9304131,9802176,9610169,210297,9201014
20996,20997,106142,9702141,9303046,9611177,9202039,9202039,9702141,9702141,9810180,9604033,211209,9202039
20997,20998,106141,302123,9304087,9312015,9206084,9206084,302123,302123,9712048,9612056,212133,9206084
20998,20999,106140,9510113,9211119,9610067,9207094,9207094,9510113,9510113,1037,9510046,302154,9207094
20999,21000,106139,9607098,9205051,9803222,9212149,9212149,9607098,9607098,9510207,9509030,302217,9212149
21000,21001,106138,9509142,9206016,9607199,9303046,9303046,9509142,9509142,9508001,9402087,203077,9303046
21001,21002,106137,9610152,9310003,110003,9304087,9304087,9610152,9610152,9701152,9407120,208040,9304087
21002,21003,106136,8026,9612214,9207066,9211119,9211119,8026,8026,6222,9407153,212266,9211119
21003,21004,106135,9304006,9710246,9911179,9205051,9205051,9304006,9304006,101135,9608159,303080,9205051
21004,21005,106134,9412208,9804066,9235,9206016,9206016,9412208,9412208,212277,9612239,107059,9206016
21005,21006,106133,9308027,9202085,107095,9310003,9310003,9308027,9308027,9504147,9612243,9502150,9310003
21006,21007,106131,9504116,9311092,6157,9612214,9612214,9504116,9504116,9711104,9607192,9505103,9612214
21007,21008,106130,102117,9402113,9806100,9710246,9710246,102117,102117,9804092,9701044,9911184,9710246
21008,21009,106129,9601079,9201036,9607093,9804066,9804066,9601079,9601079,9807067,9701108,206025,9804066
21009,21010,106128,9610047,9206063,9210077,9202085,9202085,9610047,9610047,9512226,9412148,210182,9202085
21010,21011,106127,9905101,209014,9312035,9311092,9311092,9905101,9905101,9706158,9510019,9908034,9311092
21011,21012,106126,9206113,9201021,9304098,9402113,9402113,9206113,9206113,9607216,9206022,207057,9402113
21012,21013,106125,9501085,9203056,9810032,9201036,9201036,9501085,9501085,9904218,9503219,9710094,9201036
21013,21014,106124,9612189,9203077,9806023,9206063,9206063,9612189,9612189,9811080,9702016,112097,9206063
21014,21015,106123,9402100,9205030,9410123,209014,209014,9402100,9402100,9610237,9702022,1007,209014
21015,21016,106122,9512020,9205071,9502075,9201021,9201021,9512020,9512020,9609111,9702028,2248,9201021
21016,21017,106121,9705049,9210010,209184,9203056,9203056,9705049,9705049,209169,9410131,106009,9203056
21017,21018,106120,9809155,9301021,211003,9203077,9203077,9809155,9809155,9606145,9506209,109060,9203077
21018,21019,106119,9506166,9304012,9909084,9205030,9205030,9506166,9506166,9709178,9702137,110076,9205030
21019,21020,106118,5203,9307025,9709120,9205071,9205071,5203,5203,9806146,9402058,202145,9205071
21020,21021,106117,9502082,9212003,5195,9210010,9210010,9502082,9502082,9908135,9603119,210299,9210010
21021,21022,106116,9408090,9201017,8037,9301021,9301021,9408090,9408090,9808080,9604081,211277,9301021
21022,21023,106114,9211074,9201041,9602046,9304012,9304012,9211074,9211074,9904020,9704105,212053,9304012
21023,21024,106113,9409127,9202021,9508055,9307025,9307025,9409127,9409127,9907022,9412134,9807167,9307025
21024,21025,106112,9705224,9204044,205186,9212003,9212003,9705224,9705224,9906094,9511215,9811115,9212003
21025,21026,106111,9202035,9205018,9407053,9201017,9201017,9202035,9202035,6172,9705045,9812185,9201017
21026,21027,106110,9207108,9205088,9311151,9201041,9201041,9207108,9207108,9054,9609100,1075,9201041
